ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
4146	3,0,1	9,8,5	3,2,2	12,10,6	190	99
4148	50,33,24	0,0,0	35,30,32	1,0,0	198	99
4149	205,164,134	50,33,24	220,148,181	35,30,32	149	99
4150	3,4,0	1,0,1	6,2,10	0,1,0	147	99
4151	5,6,2	81,36,65	12,5,3	67,61,73	101	99
4153	5,2,1	5,3,7	0,1,3	5,3,13	125	99
4155	5,3,0	48,28,35	7,7,5	52,33,68	197	99
4156	11,13,10	0,2,0	23,19,16	4,1,1	198	99
4157	55,38,45	0,2,0	68,45,79	4,1,1	117	99
4159	41,27,32	5,2,2	51,35,28	4,2,4	198	99
4160	40,23,39	10,9,7	37,30,40	13,6,7	101	99
4161	12,9,11	11,4,7	5,7,5	1,2,7	101	99
4162	3,0,2	14,14,9	1,1,0	0,2,1	101	99
4164	38,35,20	10,3,7	18,12,31	8,2,3	164	99
4165	31,27,12	0,1,1	14,9,29	0,0,0	164	99
4169	1,3,0	29,14,11	3,1,3	14,14,16	198	99
4170	1,3,0	2,0,0	3,1,2	1,1,0	198	99
4171	0,0,0	62,48,43	2,0,0	72,44,50	112	99
4172	76,46,33	0,3,0	50,45,57	1,0,0	103	99
4173	95,85,63	2,0,0	123,96,120	0,5,0	198	99
4174	25,21,20	37,12,15	23,21,27	24,13,37	136	99
4175	54,55,42	197,128,130	45,47,64	147,141,140	136	99
4176	22,22,21	2,1,1	17,22,26	5,1,0	136	99
4178	75,44,35	69,37,29	62,37,54	44,30,44	198	99
4181	0,0,0	0,0,1	0,1,0	0,0,0	103	99
4182	49,12,18	0,1,0	17,15,15	0,0,0	198	99
4183	229,142,148	1,1,0	120,121,131	0,0,0	198	99
4184	0,0,1	38,14,23	0,0,1	44,32,44	126	99
4186	1,6,0	0,1,0	0,0,2	0,0,0	101	99
4187	281,204,191	1,0,8	273,188,207	1,3,11	198	99
4192	0,1,4	11,5,3	2,1,0	7,2,6	101	99
4193	13,4,1	71,73,48	12,4,9	63,47,64	176	99
4194	58,45,35	0,1,0	60,57,54	0,0,0	198	99
4196	36,19,24	17,8,5	31,15,21	9,14,16	104	99
4197	21,6,9	2,1,0	21,9,14	3,3,1	101	99
4198	33,26,24	8,7,1	21,30,27	6,9,7	143	99
4200	1,1,0	170,124,103	1,0,0	220,159,165	124	99
4216	29,21,11	45,27,21	11,10,10	34,23,23	101	99
4222	1524,1100,906	1,0,0	1691,1229,1563	0,0,0	198	99
4223	28,13,24	1519,1098,905	32,20,24	1689,1225,1562	182	99
4224	5,2,0	0,0,0	7,2,7	0,1,0	137	99
4225	0,4,6	163,137,79	6,5,10	129,88,129	104	99
4226	3,1,5	1,0,1	4,8,7	0,1,1	198	99
4232	48,28,25	4,2,0	72,57,64	5,0,0	162	99
4233	92,56,43	1,0,1	42,36,41	0,0,2	198	99
4249	1,1,0	41,46,38	0,0,0	48,42,25	116	99
4250	5,5,4	41,42,34	2,2,3	27,24,28	198	99
4251	98,61,57	7,7,3	57,36,76	1,1,0	158	99
4252	17,9,7	124,74,67	8,4,4	47,32,63	159	99
4253	332,259,196	0,0,3	437,286,432	0,0,2	107	99
4254	489,360,298	6,2,4	467,339,411	9,3,5	119	99
4255	46,31,28	3,1,0	40,31,46	0,0,1	118	99
4257	68,55,40	0,0,0	58,42,49	0,2,2	117	99
4258	379,229,181	0,0,1	354,264,343	0,1,0	157	99
4259	5,0,1	87,63,29	2,0,2	81,56,54	169	99
4260	176,116,133	0,2,0	169,122,168	3,0,0	179	99
4261	21,22,26	0,0,2	27,26,23	0,0,0	115	99
4262	7,3,7	47,35,32	4,2,0	57,53,56	198	99
4269	5,3,3	11,7,6	7,3,11	11,6,1	101	99
4270	160,126,114	11,7,6	183,143,164	11,6,1	198	99
4271	169,131,117	4,2,3	189,147,168	7,3,11	198	99
4272	13,6,9	65,50,48	14,7,9	72,38,59	176	99
4273	287,242,164	0,0,0	124,90,128	0,0,3	198	99
4274	20,4,2	23,19,17	18,3,11	25,22,21	198	99
4275	87,74,49	1,1,1	89,50,86	1,0,1	198	99
4287	17,10,12	423,333,255	20,15,20	467,382,405	198	99
4288	22,13,17	0,2,2	17,11,9	0,0,0	101	99
4290	42,11,15	0,1,1	26,16,15	0,0,0	198	99
4292	49,28,40	0,0,0	33,11,33	1,1,0	137	99
4296	284,202,155	13,0,2	259,179,198	8,9,9	194	99
4297	108,77,51	13,0,2	88,64,66	8,9,9	166	99
4306	9,4,14	0,2,0	8,3,6	2,0,0	108	99
4307	3,4,2	67,48,50	1,0,0	45,26,36	169	99
4308	87,83,43	37,27,13	60,40,51	28,24,29	101	99
4309	1,1,0	0,0,0	0,0,1	1,0,0	101	99
4311	7,5,1	0,1,0	1,3,0	0,0,0	198	99
4315	18,8,5	8883,6527,5819	11,17,13	8410,7016,8229	198	99
4316	8886,6529,5824	1,0,3	8415,7028,8231	1,2,5	198	99
4317	1,0,0	182,164,115	0,0,0	107,78,109	153	99
4319	48,47,37	4,0,3	36,29,50	0,0,0	102	99
4320	80,60,43	5,3,0	60,36,34	2,0,0	175	99
4321	6,3,1	0,0,0	8,2,4	0,1,0	101	99
4322	1,1,0	1,0,0	0,1,2	3,0,0	127	99
4328	28,14,19	0,1,0	20,19,20	0,0,0	139	99
4329	36,40,25	1,3,0	46,28,40	0,0,0	198	99
4333	0,0,1	27,14,22	0,0,1	21,20,19	173	99
4334	0,0,0	11,6,15	0,1,1	17,15,13	126	99
4346	5,3,1	0,0,1	8,1,4	0,0,0	109	99
4347	5,0,0	219,139,114	0,0,5	250,128,232	127	99
4358	1,3,0	0,1,0	2,0,2	3,1,1	101	99
4359	11,4,6	4,2,2	10,2,3	1,0,6	104	99
4360	2,3,3	6,2,1	2,0,1	1,0,1	101	99
4361	1,0,0	9,13,12	0,0,0	12,6,11	116	99
4365	0,0,1	2,6,10	2,0,0	0,2,1	173	99
4366	64,40,43	0,0,1	74,65,71	0,1,0	147	99
4369	2,0,1	86,50,38	4,0,7	90,65,86	198	99
4372	0,0,0	82,44,60	0,0,1	98,87,94	137	99
4375	32,32,17	10,11,9	18,22,22	10,0,14	121	99
4378	350,312,231	40,15,26	257,186,241	19,29,15	131	99
4379	3,7,3	0,1,0	0,11,5	0,0,0	198	99
4383	3,6,5	7,10,1	7,7,12	11,3,5	163	99
4384	4,4,3	0,2,0	1,0,0	1,0,0	198	99
4386	2,0,0	8,4,7	0,0,0	11,11,1	123	99
4387	0,0,0	354,265,208	1,1,0	287,276,320	118	99
4388	357,336,303	0,1,0	427,289,494	2,0,0	115	99
4389	216,150,139	0,0,0	243,161,198	0,2,0	115	99
4390	220,191,130	0,0,0	201,122,193	0,2,0	198	99
4391	149,117,76	127,64,70	113,48,101	139,83,93	198	99
4392	225,191,157	0,0,0	219,189,247	1,0,0	115	99
4397	113,67,83	7,0,7	173,136,182	6,6,8	141	99
4398	6,5,3	115,82,66	6,0,2	183,175,160	115	99
4399	221,148,134	2,6,0	217,224,266	3,0,3	198	99
4400	9,4,1	36,28,22	5,1,10	20,30,49	198	99
4401	7,2,0	3,1,0	4,0,10	0,0,2	198	99
4402	5,2,3	56,53,36	0,0,0	40,39,37	198	99
